a_o,mes,departamento,ciudad,paisoeeresidencia,cant_extranjeros_no_residentes,codigo_pais_alpha3,codigo_pais_numerico
2025,Ene,Antioquia,Guatape,República Dominicana,5,DOM,214
2025,Ene,Antioquia,Itagui,República Dominicana,16,DOM,214
2025,Ene,Antioquia,La Ceja,República Dominicana,1,DOM,214
2025,Ene,Antioquia,La Estrella,República Dominicana,6,DOM,214
2025,Ene,Antioquia,Marinilla,República Dominicana,3,DOM,214
2025,Ene,Antioquia,Medellín,República Dominicana,4986,DOM,214
2025,Ene,Antioquia,Montebello,República Dominicana,1,DOM,214
2025,Ene,Antioquia,Necoclí,República Dominicana,1,DOM,214
2025,Ene,Antioquia,Olaya,República Dominicana,1,DOM,214
2025,Ene,Antioquia,Peñol,República Dominicana,3,DOM,214
2025,Ene,Antioquia,Rionegro,República Dominicana,34,DOM,214
2025,Ene,Antioquia,Sabaneta,República Dominicana,17,DOM,214
2025,Ene,Antioquia,San Rafael,República Dominicana,1,DOM,214
2025,Ene,Antioquia,Santafé de Antioquia,República Dominicana,1,DOM,214
2025,Ene,Antioquia,Santo Domingo,República Dominicana,2,DOM,214
2025,Ene,Antioquia,Urrao,República Dominicana,1,DOM,214
2025,Ene,Arauca,Arauca,República Dominicana,1,DOM,214
2025,Ene,Arauca,Saravena,República Dominicana,1,DOM,214
2025,Ene,Atlantico,Barranquilla,República Dominicana,134,DOM,214
2025,Ene,Atlantico,Candelaria,República Dominicana,1,DOM,214
2025,Ene,Atlantico,Galapa,República Dominicana,2,DOM,214
2025,Ene,Atlantico,Sabanagrande,República Dominicana,1,DOM,214
2025,Ene,Atlantico,Sabanalarga,República Dominicana,1,DOM,214
2025,Ene,Atlantico,Soledad,República Dominicana,9,DOM,214
2025,Ene,Bogota D.C.,Bogotá D.C.,República Dominicana,2699,DOM,214
2025,Ene,Bolivar,Achí,República Dominicana,1,DOM,214
2025,Ene,Bolivar,Cartagena,República Dominicana,884,DOM,214
2025,Ene,Bolivar,Magangué,República Dominicana,3,DOM,214
2025,Ene,Bolivar,Turbaco,República Dominicana,1,DOM,214
2025,Ene,Boyaca,Briceño,República Dominicana,1,DOM,214
2025,Ene,Boyaca,Paipa,República Dominicana,16,DOM,214
2025,Ene,Boyaca,Sogamoso,República Dominicana,9,DOM,214
2025,Ene,Boyaca,Villa de Leyva,República Dominicana,4,DOM,214
2025,Ene,Caldas,Manizales,República Dominicana,14,DOM,214
2025,Ene,Caldas,Risaralda,República Dominicana,1,DOM,214
2025,Ene,Caldas,Supía,República Dominicana,1,DOM,214
2025,Ene,Caqueta,Florencia,República Dominicana,1,DOM,214
2025,Ene,Casanare,Yopal,República Dominicana,2,DOM,214
2025,Ene,Cauca,Corinto,República Dominicana,1,DOM,214
2025,Ene,Cauca,Popayán,República Dominicana,2,DOM,214
2025,Ene,Cesar,Aguachica,República Dominicana,2,DOM,214
2025,Ene,Cesar,Valledupar,República Dominicana,7,DOM,214
2025,Ene,Choco,Nuquí,República Dominicana,1,DOM,214
2025,Ene,Choco,Quibdó,República Dominicana,1,DOM,214
2025,Ene,Cordoba,Montelíbano,República Dominicana,1,DOM,214
2025,Ene,Cordoba,Montería,República Dominicana,12,DOM,214
2025,Ene,Cordoba,Puerto Escondido,República Dominicana,1,DOM,214
2025,Ene,Cundinamarca,Chía,República Dominicana,8,DOM,214
2025,Ene,Cundinamarca,Cota,República Dominicana,5,DOM,214
2025,Ene,Cundinamarca,El Colegio,República Dominicana,5,DOM,214
2025,Ene,Cundinamarca,Fusagasugá,República Dominicana,3,DOM,214
2025,Ene,Cundinamarca,Madrid,República Dominicana,5,DOM,214
2025,Ene,Cundinamarca,Soacha,República Dominicana,1,DOM,214
2025,Ene,Cundinamarca,Tenjo,República Dominicana,1,DOM,214
2025,Ene,Cundinamarca,Tocancipá,República Dominicana,3,DOM,214
2025,Ene,Cundinamarca,Zipacón,República Dominicana,1,DOM,214
2025,Ene,Cundinamarca,Zipaquirá,República Dominicana,2,DOM,214
2025,Ene,Guaviare,San José del Guaviare,República Dominicana,1,DOM,214
2025,Ene,Huila,Colombia,República Dominicana,1,DOM,214
2025,Ene,Huila,Neiva,República Dominicana,5,DOM,214
2025,Ene,Huila,Pitalito,República Dominicana,1,DOM,214
2025,Ene,La Guajira,Maicao,República Dominicana,4,DOM,214
2025,Ene,La Guajira,Riohacha,República Dominicana,3,DOM,214
2025,Ene,Magdalena,Cerro San Antonio,República Dominicana,1,DOM,214
2025,Ene,Magdalena,El Banco,República Dominicana,1,DOM,214
2025,Ene,Magdalena,Santa Ana,República Dominicana,1,DOM,214
2025,Ene,Magdalena,Santa Marta,República Dominicana,10,DOM,214
2025,Ene,Meta,Acacías,República Dominicana,3,DOM,214
2025,Ene,Meta,El Dorado,República Dominicana,3,DOM,214
2025,Ene,Meta,Puerto Gaitán,República Dominicana,1,DOM,214
2025,Ene,Meta,Restrepo,República Dominicana,2,DOM,214
2025,Ene,Meta,Villavicencio,República Dominicana,12,DOM,214
2025,Ene,Meta,Vistahermosa,República Dominicana,1,DOM,214
2025,Ene,Nariño,Barbacoas,República Dominicana,1,DOM,214
2025,Ene,Nariño,El Peñol,República Dominicana,2,DOM,214
2025,Ene,Nariño,Ipiales,República Dominicana,1,DOM,214
2025,Ene,Nariño,Pasto,República Dominicana,11,DOM,214
2025,Ene,Norte de Santander,Chitagá,República Dominicana,3,DOM,214
2025,Ene,Norte de Santander,Cúcuta,República Dominicana,32,DOM,214
2025,Ene,Norte de Santander,Cucutilla,República Dominicana,1,DOM,214
2025,Ene,Norte de Santander,Pamplona,República Dominicana,1,DOM,214
2025,Ene,Putumayo,Orito,República Dominicana,1,DOM,214
2025,Ene,Putumayo,Puerto Asís,República Dominicana,1,DOM,214
2025,Ene,Quindio,Armenia,República Dominicana,20,DOM,214
2025,Ene,Quindio,Montenegro,República Dominicana,1,DOM,214
2025,Ene,Risaralda,Dosquebradas,República Dominicana,4,DOM,214
2025,Ene,Risaralda,Pereira,República Dominicana,51,DOM,214
2025,Ene,San Andres y Providencia,Providencia,República Dominicana,1,DOM,214
2025,Ene,San Andres y Providencia,San Andrés,República Dominicana,4,DOM,214
2025,Ene,Santander,Barbosa,República Dominicana,2,DOM,214
2025,Ene,Santander,Barrancabermeja,República Dominicana,1,DOM,214
2025,Ene,Santander,Bucaramanga,República Dominicana,25,DOM,214
2025,Ene,Santander,Floridablanca,República Dominicana,5,DOM,214
2025,Ene,Santander,Girón,República Dominicana,1,DOM,214
2025,Ene,Santander,Piedecuesta,República Dominicana,2,DOM,214
2025,Ene,Sucre,Corozal,República Dominicana,2,DOM,214
2025,Ene,Sucre,San Onofre,República Dominicana,1,DOM,214
2025,Ene,Sucre,Sincelejo,República Dominicana,4,DOM,214
2025,Ene,Tolima,Ibagué,República Dominicana,3,DOM,214
2025,Ene,Tolima,Melgar,República Dominicana,5,DOM,214
2025,Ene,Valle del Cauca,Alcalá,República Dominicana,2,DOM,214
2025,Ene,Valle del Cauca,Cali,República Dominicana,119,DOM,214
2025,Ene,Valle del Cauca,Candelaria,República Dominicana,2,DOM,214
2025,Ene,Valle del Cauca,Jamundí,República Dominicana,1,DOM,214
2025,Ene,Valle del Cauca,Palmira,República Dominicana,5,DOM,214
2025,Ene,Valle del Cauca,Toro,República Dominicana,3,DOM,214
2025,Ene,Bogota D.C.,Bogotá D.C.,Ruanda,2,RWA,646
2025,Ene,Santander,Barbosa,Ruanda,5,RWA,646
2025,Ene,Amazonas,Leticia,Rumania,1,ROU,642
2025,Ene,Antioquia,Barbosa,Rumania,1,ROU,642
2025,Ene,Antioquia,La Ceja,Rumania,2,ROU,642
2025,Ene,Antioquia,Medellín,Rumania,58,ROU,642
2025,Ene,Atlantico,Baranoa,Rumania,1,ROU,642
2025,Ene,Atlantico,Barranquilla,Rumania,12,ROU,642
2025,Ene,Atlantico,Santa Lucía,Rumania,1,ROU,642
2025,Ene,Bogota D.C.,Bogotá D.C.,Rumania,193,ROU,642
2025,Ene,Bolivar,Cartagena,Rumania,121,ROU,642
2025,Ene,Boyaca,Villa de Leyva,Rumania,1,ROU,642
2025,Ene,Caldas,Chinchiná,Rumania,1,ROU,642
2025,Ene,Caldas,Manizales,Rumania,2,ROU,642
2025,Ene,Cauca,Popayán,Rumania,1,ROU,642
2025,Ene,Cesar,Valledupar,Rumania,1,ROU,642
2025,Ene,Choco,Bahía Solano,Rumania,1,ROU,642
2025,Ene,Cundinamarca,Chía,Rumania,2,ROU,642
2025,Ene,Cundinamarca,Fusagasugá,Rumania,1,ROU,642
2025,Ene,Huila,Neiva,Rumania,1,ROU,642
2025,Ene,Magdalena,Santa Marta,Rumania,9,ROU,642
2025,Ene,Meta,Villavicencio,Rumania,1,ROU,642
2025,Ene,Nariño,Pasto,Rumania,1,ROU,642
2025,Ene,Norte de Santander,Cúcuta,Rumania,1,ROU,642
2025,Ene,Putumayo,Colón,Rumania,1,ROU,642
2025,Ene,Putumayo,Mocoa,Rumania,1,ROU,642
2025,Ene,Putumayo,Orito,Rumania,2,ROU,642
2025,Ene,Quindio,Armenia,Rumania,1,ROU,642
2025,Ene,Quindio,Salento,Rumania,3,ROU,642
2025,Ene,Risaralda,Dosquebradas,Rumania,2,ROU,642
2025,Ene,Risaralda,Pereira,Rumania,4,ROU,642
2025,Ene,San Andres y Providencia,San Andrés,Rumania,1,ROU,642
2025,Ene,Santander,Barbosa,Rumania,17,ROU,642
2025,Ene,Tolima,Ibagué,Rumania,2,ROU,642
2025,Ene,Valle del Cauca,Buenaventura,Rumania,19,ROU,642
2025,Ene,Valle del Cauca,Cali,Rumania,19,ROU,642
2025,Ene,Valle del Cauca,El Cerrito,Rumania,3,ROU,642
2025,Ene,Valle del Cauca,Riofrío,Rumania,1,ROU,642
2025,Ene,Valle del Cauca,Roldanillo,Rumania,23,ROU,642
2025,Ene,Valle del Cauca,San Pedro,Rumania,1,ROU,642
2025,Ene,Amazonas,El Encanto,Rusia,1,RUS,643
2025,Ene,Amazonas,Leticia,Rusia,1,RUS,643
2025,Ene,Antioquia,Abejorral,Rusia,1,RUS,643
2025,Ene,Antioquia,Bello,Rusia,1,RUS,643
2025,Ene,Antioquia,Envigado,Rusia,3,RUS,643
2025,Ene,Antioquia,Marinilla,Rusia,1,RUS,643
2025,Ene,Antioquia,Medellín,Rusia,126,RUS,643
2025,Ene,Antioquia,Rionegro,Rusia,1,RUS,643
2025,Ene,Antioquia,Sabaneta,Rusia,1,RUS,643
2025,Ene,Atlantico,Barranquilla,Rusia,10,RUS,643
2025,Ene,Bogota D.C.,Bogotá D.C.,Rusia,517,RUS,643
2025,Ene,Bolivar,Achí,Rusia,2,RUS,643
2025,Ene,Bolivar,Cartagena,Rusia,123,RUS,643
2025,Ene,Boyaca,Tunja,Rusia,1,RUS,643
2025,Ene,Caldas,Anserma,Rusia,1,RUS,643
2025,Ene,Caqueta,Cartagena del Chairá,Rusia,1,RUS,643
2025,Ene,Cundinamarca,Agua de Dios,Rusia,1,RUS,643
2025,Ene,Cundinamarca,La Vega,Rusia,1,RUS,643
2025,Ene,Cundinamarca,Mosquera,Rusia,1,RUS,643
2025,Ene,Cundinamarca,Pandi,Rusia,1,RUS,643
2025,Ene,Cundinamarca,Tocancipá,Rusia,1,RUS,643
2025,Ene,Huila,Neiva,Rusia,1,RUS,643
2025,Ene,Magdalena,Santa Marta,Rusia,26,RUS,643
2025,Ene,Nariño,Pasto,Rusia,1,RUS,643
2025,Ene,Norte de Santander,Cúcuta,Rusia,2,RUS,643
2025,Ene,Norte de Santander,Ocaña,Rusia,1,RUS,643
2025,Ene,Quindio,Armenia,Rusia,2,RUS,643
2025,Ene,Risaralda,Pereira,Rusia,11,RUS,643
2025,Ene,Risaralda,Santa Rosa de Cabal,Rusia,6,RUS,643
2025,Ene,San Andres y Providencia,San Andrés,Rusia,24,RUS,643
2025,Ene,Santander,Barbosa,Rusia,3,RUS,643
2025,Ene,Santander,Bucaramanga,Rusia,2,RUS,643
2025,Ene,Valle del Cauca,Buenaventura,Rusia,48,RUS,643
2025,Ene,Valle del Cauca,Cali,Rusia,16,RUS,643
2025,Ene,Valle del Cauca,Calima,Rusia,1,RUS,643
2025,Ene,Valle del Cauca,Roldanillo,Rusia,43,RUS,643
2025,Ene,Valle del Cauca,Zarzal,Rusia,1,RUS,643
2025,Ene,Antioquia,Medellín,Sáhara Occidental,1,ESH,732
2025,Ene,Antioquia,Medellín,San Cristóbal y Nieves,7,KNA,659
2025,Ene,Bogota D.C.,Bogotá D.C.,San Cristóbal y Nieves,7,KNA,659
2025,Ene,Norte de Santander,Cúcuta,San Cristóbal y Nieves,1,KNA,659
2025,Ene,Valle del Cauca,Cali,San Cristóbal y Nieves,2,KNA,659
2025,Ene,Bogota D.C.,Bogotá D.C.,San Marino,1,SMR,674
2025,Ene,Bolivar,Cartagena,San Marino,3,SMR,674
2025,Ene,Boyaca,Paipa,San Marino,1,SMR,674
2025,Ene,Antioquia,Medellín,San Martin,6,MAF,663
2025,Ene,Bogota D.C.,Bogotá D.C.,San Martin,1,MAF,663
2025,Ene,Santander,Barichara,San Martin,1,MAF,663
2025,Ene,Valle del Cauca,Cali,San Martin,8,MAF,663
2025,Ene,Antioquia,Medellín,San Martín,1,SXN,
2025,Ene,Bogota D.C.,Bogotá D.C.,San Martín,4,SXN,
2025,Ene,Magdalena,Santa Marta,San Martín,1,SXN,
2025,Ene,Valle del Cauca,Cali,San Martín,1,SXN,
2025,Ene,Antioquia,Envigado,San Vicente y las Granadinas,1,VCT,670
2025,Ene,Antioquia,Medellín,San Vicente y las Granadinas,2,VCT,670
2025,Ene,Bolivar,Cartagena,San Vicente y las Granadinas,2,VCT,670
2025,Ene,Atlantico,Barranquilla,Santa Lucia,2,LCA,662
2025,Ene,Bogota D.C.,Bogotá D.C.,Santa Lucia,4,LCA,662
2025,Ene,Bolivar,Cartagena,Santa Lucia,5,LCA,662
2025,Ene,Valle del Cauca,Cali,Santa Lucia,1,LCA,662
2025,Ene,Antioquia,Itagui,Serbia,1,SRB,688
2025,Ene,Antioquia,Medellín,Serbia,35,SRB,688
2025,Ene,Atlantico,Barranquilla,Serbia,1,SRB,688
2025,Ene,Bogota D.C.,Bogotá D.C.,Serbia,84,SRB,688
2025,Ene,Bolivar,Cartagena,Serbia,24,SRB,688
2025,Ene,Cundinamarca,Apulo,Serbia,1,SRB,688
2025,Ene,Magdalena,Santa Marta,Serbia,6,SRB,688
2025,Ene,Meta,Villavicencio,Serbia,1,SRB,688
2025,Ene,Norte de Santander,Cúcuta,Serbia,1,SRB,688
2025,Ene,Santander,Bucaramanga,Serbia,1,SRB,688
2025,Ene,Santander,Piedecuesta,Serbia,1,SRB,688
2025,Ene,Valle del Cauca,Cali,Serbia,4,SRB,688
2025,Ene,Valle del Cauca,Roldanillo,Serbia,3,SRB,688
2025,Ene,Bogota D.C.,Bogotá D.C.,Sierra Leona,2,SLE,694
2025,Ene,Antioquia,Medellín,Singapur,7,SGP,702
2025,Ene,Bogota D.C.,Bogotá D.C.,Singapur,63,SGP,702
2025,Ene,Bolivar,Cartagena,Singapur,15,SGP,702
2025,Ene,Magdalena,Santa Marta,Singapur,3,SGP,702
2025,Ene,Nariño,Ipiales,Singapur,1,SGP,702
2025,Ene,Santander,Barichara,Singapur,1,SGP,702
2025,Ene,Valle del Cauca,Buenaventura,Singapur,1,SGP,702
2025,Ene,Antioquia,Medellín,Siria,1,SYR,760
2025,Ene,Bogota D.C.,Bogotá D.C.,Siria,1,SYR,760
2025,Ene,Bolivar,Cartagena,Siria,64,SYR,760
2025,Ene,Bogota D.C.,Bogotá D.C.,Sri Lanka,1,LKA,144
2025,Ene,Bolivar,Cartagena,Sri Lanka,21,LKA,144
2025,Ene,Norte de Santander,Cúcuta,Sri Lanka,1,LKA,144
2025,Ene,Antioquia,Medellín,Suazilandia,1,SWZ,748
2025,Ene,Antioquia,Abejorral,Sudáfrica,1,ZAF,710
2025,Ene,Antioquia,Medellín,Sudáfrica,10,ZAF,710
2025,Ene,Atlantico,Barranquilla,Sudáfrica,5,ZAF,710
2025,Ene,Bogota D.C.,Bogotá D.C.,Sudáfrica,44,ZAF,710
2025,Ene,Bolivar,Cartagena,Sudáfrica,11,ZAF,710
2025,Ene,Cordoba,Montería,Sudáfrica,1,ZAF,710
2025,Ene,Cundinamarca,Mosquera,Sudáfrica,1,ZAF,710
2025,Ene,Magdalena,Santa Marta,Sudáfrica,5,ZAF,710
2025,Ene,Santander,Barbosa,Sudáfrica,2,ZAF,710
2025,Ene,Valle del Cauca,Buenaventura,Sudáfrica,4,ZAF,710
2025,Ene,Valle del Cauca,Cali,Sudáfrica,1,ZAF,710
2025,Ene,Valle del Cauca,El Cerrito,Sudáfrica,1,ZAF,710
2025,Ene,Bogota D.C.,Bogotá D.C.,Sudán,2,SDN,729
2025,Ene,Bolivar,Cartagena,Sudan del Sur,1,SSD,728
2025,Ene,Amazonas,Leticia,Suecia,3,SWE,752
2025,Ene,Antioquia,Abejorral,Suecia,1,SWE,752
2025,Ene,Antioquia,Caldas,Suecia,1,SWE,752
2025,Ene,Antioquia,Caucasia,Suecia,1,SWE,752
2025,Ene,Antioquia,Medellín,Suecia,138,SWE,752
2025,Ene,Antioquia,Rionegro,Suecia,1,SWE,752
2025,Ene,Atlantico,Barranquilla,Suecia,12,SWE,752
2025,Ene,Bogota D.C.,Bogotá D.C.,Suecia,383,SWE,752
2025,Ene,Bolivar,Cartagena,Suecia,172,SWE,752
2025,Ene,Boyaca,Sogamoso,Suecia,1,SWE,752
2025,Ene,Boyaca,Villa de Leyva,Suecia,1,SWE,752
2025,Ene,Cauca,Caloto,Suecia,1,SWE,752
2025,Ene,Cauca,Popayán,Suecia,1,SWE,752
2025,Ene,Cauca,Santander de Quilichao,Suecia,1,SWE,752
2025,Ene,Cesar,Valledupar,Suecia,1,SWE,752
2025,Ene,Choco,Acandí,Suecia,10,SWE,752
2025,Ene,Cordoba,Montería,Suecia,1,SWE,752
2025,Ene,Cundinamarca,Chía,Suecia,6,SWE,752
2025,Ene,Cundinamarca,Chipaque,Suecia,1,SWE,752
2025,Ene,Cundinamarca,Facatativá,Suecia,3,SWE,752
2025,Ene,Cundinamarca,La Calera,Suecia,2,SWE,752
2025,Ene,Cundinamarca,La Vega,Suecia,1,SWE,752
2025,Ene,Cundinamarca,Subachoque,Suecia,1,SWE,752
2025,Ene,Cundinamarca,Tenjo,Suecia,1,SWE,752
2025,Ene,Cundinamarca,Zipacón,Suecia,1,SWE,752
2025,Ene,Huila,Neiva,Suecia,1,SWE,752
2025,Ene,Huila,Rivera,Suecia,1,SWE,752
2025,Ene,La Guajira,Riohacha,Suecia,2,SWE,752
2025,Ene,Magdalena,Santa Ana,Suecia,1,SWE,752
2025,Ene,Magdalena,Santa Marta,Suecia,28,SWE,752
2025,Ene,Meta,San Martín,Suecia,1,SWE,752
2025,Ene,Nariño,Ipiales,Suecia,1,SWE,752
2025,Ene,Norte de Santander,Cúcuta,Suecia,2,SWE,752
2025,Ene,Putumayo,Sibundoy,Suecia,1,SWE,752
2025,Ene,Quindio,Circasia,Suecia,1,SWE,752
2025,Ene,Quindio,Salento,Suecia,2,SWE,752
2025,Ene,Risaralda,Dosquebradas,Suecia,2,SWE,752
2025,Ene,Risaralda,Pereira,Suecia,6,SWE,752
2025,Ene,San Andres y Providencia,San Andrés,Suecia,2,SWE,752
2025,Ene,Santander,Bucaramanga,Suecia,3,SWE,752
2025,Ene,Santander,Floridablanca,Suecia,3,SWE,752
2025,Ene,Tolima,Ibagué,Suecia,1,SWE,752
2025,Ene,Valle del Cauca,Alcalá,Suecia,1,SWE,752
2025,Ene,Valle del Cauca,Caicedonia,Suecia,1,SWE,752
2025,Ene,Valle del Cauca,Cali,Suecia,37,SWE,752
2025,Ene,Valle del Cauca,Candelaria,Suecia,1,SWE,752
2025,Ene,Valle del Cauca,Cartago,Suecia,1,SWE,752
2025,Ene,Valle del Cauca,El Cerrito,Suecia,3,SWE,752
2025,Ene,Valle del Cauca,Palmira,Suecia,2,SWE,752
2025,Ene,Valle del Cauca,Roldanillo,Suecia,18,SWE,752
2025,Ene,Valle del Cauca,Yumbo,Suecia,2,SWE,752
2025,Ene,Amazonas,Leticia,Suiza,10,CHE,756
2025,Ene,Antioquia,Abejorral,Suiza,2,CHE,756
2025,Ene,Antioquia,Bello,Suiza,2,CHE,756
2025,Ene,Antioquia,Caucasia,Suiza,3,CHE,756
2025,Ene,Antioquia,Envigado,Suiza,2,CHE,756
2025,Ene,Antioquia,Girardota,Suiza,1,CHE,756
2025,Ene,Antioquia,Guarne,Suiza,3,CHE,756
2025,Ene,Antioquia,Guatape,Suiza,1,CHE,756
2025,Ene,Antioquia,Itagui,Suiza,2,CHE,756
2025,Ene,Antioquia,La Ceja,Suiza,1,CHE,756
2025,Ene,Antioquia,La Estrella,Suiza,1,CHE,756
2025,Ene,Antioquia,Marinilla,Suiza,1,CHE,756
2025,Ene,Antioquia,Medellín,Suiza,460,CHE,756
2025,Ene,Antioquia,Retiro,Suiza,2,CHE,756
2025,Ene,Antioquia,Rionegro,Suiza,4,CHE,756
2025,Ene,Antioquia,San Carlos,Suiza,1,CHE,756
2025,Ene,Antioquia,Santafé de Antioquia,Suiza,2,CHE,756
2025,Ene,Antioquia,Yarumal,Suiza,1,CHE,756
2025,Ene,Arauca,Arauca,Suiza,1,CHE,756
2025,Ene,Atlantico,Baranoa,Suiza,1,CHE,756
2025,Ene,Atlantico,Barranquilla,Suiza,42,CHE,756
2025,Ene,Bogota D.C.,Bogotá D.C.,Suiza,1170,CHE,756
2025,Ene,Bolivar,Achí,Suiza,1,CHE,756
2025,Ene,Bolivar,Altos del Rosario,Suiza,1,CHE,756
2025,Ene,Bolivar,Cartagena,Suiza,410,CHE,756
2025,Ene,Bolivar,El Carmen de Bolívar,Suiza,1,CHE,756
2025,Ene,Bolivar,San Jacinto,Suiza,1,CHE,756
2025,Ene,Boyaca,Nobsa,Suiza,1,CHE,756
2025,Ene,Boyaca,Villa de Leyva,Suiza,3,CHE,756
2025,Ene,Caldas,Manizales,Suiza,4,CHE,756
2025,Ene,Caldas,Supía,Suiza,1,CHE,756
2025,Ene,Caqueta,Florencia,Suiza,1,CHE,756
2025,Ene,Casanare,Yopal,Suiza,1,CHE,756
2025,Ene,Cauca,Patía,Suiza,1,CHE,756
2025,Ene,Cauca,Popayán,Suiza,1,CHE,756
2025,Ene,Cesar,Valledupar,Suiza,2,CHE,756
2025,Ene,Choco,Acandí,Suiza,9,CHE,756
2025,Ene,Cordoba,Montería,Suiza,1,CHE,756
2025,Ene,Cordoba,Planeta Rica,Suiza,2,CHE,756
2025,Ene,Cundinamarca,Anapoima,Suiza,1,CHE,756
2025,Ene,Cundinamarca,Cajicá,Suiza,1,CHE,756
2025,Ene,Cundinamarca,Chipaque,Suiza,5,CHE,756
2025,Ene,Cundinamarca,Cogua,Suiza,1,CHE,756
2025,Ene,Cundinamarca,Cota,Suiza,1,CHE,756
2025,Ene,Cundinamarca,El Rosal,Suiza,1,CHE,756
2025,Ene,Cundinamarca,Facatativá,Suiza,2,CHE,756
2025,Ene,Cundinamarca,La Calera,Suiza,2,CHE,756
2025,Ene,Cundinamarca,Madrid,Suiza,1,CHE,756
2025,Ene,Cundinamarca,Soacha,Suiza,1,CHE,756
2025,Ene,Cundinamarca,Supatá,Suiza,1,CHE,756
2025,Ene,Cundinamarca,Villeta,Suiza,4,CHE,756
2025,Ene,Cundinamarca,Zipaquirá,Suiza,2,CHE,756
2025,Ene,Huila,Neiva,Suiza,1,CHE,756
2025,Ene,Huila,San Agustín,Suiza,2,CHE,756
2025,Ene,La Guajira,Dibulla,Suiza,1,CHE,756
2025,Ene,La Guajira,Maicao,Suiza,1,CHE,756
2025,Ene,La Guajira,Riohacha,Suiza,3,CHE,756
2025,Ene,Magdalena,San Sebastián de Buenavista,Suiza,1,CHE,756
2025,Ene,Magdalena,Santa Marta,Suiza,50,CHE,756
2025,Ene,Meta,Mesetas,Suiza,1,CHE,756
2025,Ene,Meta,Villavicencio,Suiza,4,CHE,756
2025,Ene,Nariño,Ipiales,Suiza,6,CHE,756
2025,Ene,Nariño,Pasto,Suiza,4,CHE,756
2025,Ene,Norte de Santander,Cúcuta,Suiza,4,CHE,756
2025,Ene,Norte de Santander,Villa del Rosario,Suiza,2,CHE,756
2025,Ene,Putumayo,Mocoa,Suiza,2,CHE,756
2025,Ene,Quindio,Armenia,Suiza,11,CHE,756
2025,Ene,Quindio,Calarca,Suiza,1,CHE,756
2025,Ene,Quindio,Circasia,Suiza,2,CHE,756
2025,Ene,Quindio,Salento,Suiza,7,CHE,756
2025,Ene,Risaralda,Dosquebradas,Suiza,1,CHE,756
2025,Ene,Risaralda,Pereira,Suiza,19,CHE,756
2025,Ene,Risaralda,Santa Rosa de Cabal,Suiza,1,CHE,756
2025,Ene,San Andres y Providencia,Providencia,Suiza,3,CHE,756
2025,Ene,San Andres y Providencia,San Andrés,Suiza,8,CHE,756
2025,Ene,Santander,Barbosa,Suiza,1,CHE,756
2025,Ene,Santander,Bucaramanga,Suiza,6,CHE,756
2025,Ene,Santander,Floridablanca,Suiza,1,CHE,756
2025,Ene,Sucre,Sincelejo,Suiza,3,CHE,756
2025,Ene,Sucre,Tolú Viejo,Suiza,1,CHE,756
2025,Ene,Tolima,Ibagué,Suiza,6,CHE,756
2025,Ene,Valle del Cauca,Alcalá,Suiza,3,CHE,756
2025,Ene,Valle del Cauca,Argelia,Suiza,1,CHE,756
2025,Ene,Valle del Cauca,Bugalagrande,Suiza,2,CHE,756
2025,Ene,Valle del Cauca,Caicedonia,Suiza,1,CHE,756
2025,Ene,Valle del Cauca,Cali,Suiza,109,CHE,756
2025,Ene,Valle del Cauca,Cartago,Suiza,2,CHE,756
2025,Ene,Valle del Cauca,Dagua,Suiza,2,CHE,756
2025,Ene,Valle del Cauca,El Cerrito,Suiza,21,CHE,756
2025,Ene,Valle del Cauca,Guadalajara de Buga,Suiza,1,CHE,756
2025,Ene,Valle del Cauca,Jamundí,Suiza,1,CHE,756
2025,Ene,Valle del Cauca,Palmira,Suiza,4,CHE,756
2025,Ene,Valle del Cauca,Roldanillo,Suiza,24,CHE,756
2025,Ene,Valle del Cauca,Trujillo,Suiza,2,CHE,756
2025,Ene,Valle del Cauca,Tuluá,Suiza,2,CHE,756
2025,Ene,Antioquia,Bello,Surinam,1,SUR,740
2025,Ene,Antioquia,Guadalupe,Surinam,1,SUR,740
2025,Ene,Antioquia,Guatape,Surinam,5,SUR,740
2025,Ene,Antioquia,Medellín,Surinam,65,SUR,740
2025,Ene,Bogota D.C.,Bogotá D.C.,Surinam,34,SUR,740
2025,Ene,Bolivar,Cartagena,Surinam,17,SUR,740
2025,Ene,Norte de Santander,Cúcuta,Surinam,1,SUR,740
2025,Ene,Santander,Bucaramanga,Surinam,7,SUR,740
2025,Ene,Valle del Cauca,Cali,Surinam,14,SUR,740
2025,Ene,Antioquia,Envigado,Tailandia,1,THA,764
2025,Ene,Antioquia,Medellín,Tailandia,3,THA,764
2025,Ene,Bogota D.C.,Bogotá D.C.,Tailandia,18,THA,764
2025,Ene,Bolivar,Cartagena,Tailandia,5,THA,764
2025,Ene,Cauca,Popayán,Tailandia,1,THA,764
2025,Ene,Choco,Acandí,Tailandia,1,THA,764
2025,Ene,Huila,Neiva,Tailandia,1,THA,764
2025,Ene,Santander,Bucaramanga,Tailandia,2,THA,764
2025,Ene,Valle del Cauca,Cali,Tailandia,2,THA,764
2025,Ene,Valle del Cauca,Roldanillo,Tailandia,1,THA,764
2025,Ene,Amazonas,Leticia,Taiwán,1,TWN,158
2025,Ene,Antioquia,Medellín,Taiwán,10,TWN,158
